Date,Year,Model,Revenue,Quantity Sold,Region,Country,Channel
12/08/2024,2024,BMW 5 Series,536504,7,Europe,Germany,Dealership
27/11/2024,2024,BMW 5 Series,506868,8,Europe,Germany,Online
30/01/2024,2024,BMW X3,282162,5,Europe,Germany,Dealership
11/06/2024,2024,BMW 7 Series,189191,2,Europe,Germany,Online
23/12/2024,2024,BMW X3,253421,4,Europe,Germany,Dealership
24/04/2024,2024,BMW 4 Series,287583,5,Europe,Germany,Wholesale
26/11/2024,2024,BMW 4 Series,381860,8,Europe,Germany,Online
27/10/2024,2024,BMW i4,346260,5,Europe,Germany,Wholesale
09/02/2024,2024,BMW 3 Series,189582,4,Europe,Germany,Dealership
27/10/2024,2024,BMW 3 Series,355228,6,Europe,Germany,Dealership
20/04/2024,2024,BMW 2 Series,237122,6,Europe,Germany,Dealership
14/07/2024,2024,BMW i4,218018,4,Europe,Germany,Dealership
26/10/2024,2024,BMW 2 Series,237210,5,Europe,Germany,Online
22/01/2024,2024,BMW 2 Series,292942,6,Europe,Germany,Online
28/04/2024,2024,BMW X5,591635,7,Europe,Germany,Wholesale
01/05/2024,2024,BMW i4,425794,6,Europe,Germany,Online
27/06/2024,2024,BMW 1 Series,454823,15,Europe,Germany,Dealership
14/03/2024,2024,BMW M4,690192,8,Europe,Germany,Online
15/04/2024,2024,BMW X3,302026,5,Europe,Germany,Wholesale
12/02/2024,2024,BMW 5 Series,247001,4,Europe,Germany,Online
22/06/2024,2024,BMW 4 Series,284434,5,Europe,Germany,Dealership
23/03/2024,2024,BMW 4 Series,604728,10,Europe,Germany,Dealership
07/09/2024,2024,BMW 1 Series,484676,13,Europe,Germany,Online
03/02/2024,2024,BMW 1 Series,141403,4,Europe,Germany,Dealership
28/05/2024,2024,BMW 4 Series,315778,6,Europe,Germany,Dealership
08/03/2024,2024,BMW 4 Series,450615,9,Europe,Germany,Online
23/01/2024,2024,BMW X4,114324,2,Europe,Germany,Dealership
07/09/2024,2024,BMW M4,779579,9,Europe,Germany,Dealership
18/05/2024,2024,BMW X1,84581,2,Europe,Germany,Dealership
27/07/2024,2024,BMW 8 Series,264645,3,Europe,Germany,Dealership
07/12/2024,2024,BMW X5,595259,8,Europe,Germany,Dealership
11/05/2024,2024,BMW X1,269858,6,Europe,Germany,Online
16/10/2024,2024,BMW 1 Series,415555,10,Europe,Germany,Dealership
30/07/2024,2024,BMW M8,628079,4,Europe,Germany,Dealership
10/08/2024,2024,BMW 1 Series,182932,6,Europe,Germany,Wholesale
16/07/2024,2024,BMW X5,561162,7,Europe,Germany,Wholesale
23/04/2024,2024,BMW 4 Series,180174,3,Europe,Germany,Dealership
15/12/2024,2024,BMW 7 Series,389373,4,Europe,Germany,Dealership
23/12/2024,2024,BMW 7 Series,728261,6,Europe,Germany,Dealership
20/07/2024,2024,BMW 2 Series,154574,4,Europe,Germany,Online
29/04/2024,2024,BMW iX,384390,4,Europe,Germany,Online
15/01/2024,2024,BMW iX,401040,4,Europe,Germany,Wholesale
05/07/2024,2024,BMW M5,380341,3,Europe,Germany,Online
23/10/2024,2024,BMW 1 Series,376186,9,Europe,Germany,Dealership
12/12/2024,2024,BMW X1,304985,7,Europe,Germany,Dealership
01/11/2024,2024,BMW 3 Series,318809,6,Europe,Germany,Online
21/03/2024,2024,BMW M2,540978,8,Europe,Germany,Online
08/06/2024,2024,BMW X3,500649,9,Europe,Germany,Dealership
23/02/2024,2024,BMW X3,279324,5,Europe,Germany,Online
04/01/2024,2024,BMW 5 Series,264448,4,Europe,Germany,Online
18/01/2024,2024,BMW 3 Series,493379,9,Europe,Germany,Dealership
01/01/2024,2024,BMW 2 Series,251293,5,Europe,Germany,Dealership
22/09/2024,2024,BMW X3,582323,10,Europe,Germany,Wholesale
26/11/2024,2024,BMW iX,701765,6,Europe,Germany,Wholesale
24/02/2024,2024,BMW 1 Series,145367,4,Europe,Germany,Wholesale
02/03/2024,2024,BMW iX,452507,4,Europe,Germany,Dealership
12/09/2024,2024,BMW M4,469128,6,Europe,Germany,Wholesale
13/09/2024,2024,BMW 1 Series,473529,11,Europe,Germany,Online
30/12/2024,2024,BMW iX,790554,8,Europe,Germany,Dealership
19/01/2024,2024,BMW M5,216520,2,Europe,Germany,Online
25/09/2024,2024,BMW 1 Series,730487,17,Europe,Germany,Dealership
13/12/2024,2024,BMW M3,555447,6,Europe,Germany,Dealership
19/07/2024,2024,BMW 8 Series,210933,2,Europe,Germany,Dealership
21/08/2024,2024,BMW 3 Series,357978,7,Europe,Germany,Online
15/06/2024,2024,BMW 4 Series,227648,4,Europe,Germany,Online
07/09/2024,2024,BMW 7 Series,483155,5,Europe,Germany,Wholesale
17/04/2024,2024,BMW i4,128461,2,Europe,Germany,Online
30/07/2024,2024,BMW 1 Series,194848,6,Europe,Germany,Wholesale
09/12/2024,2024,BMW X1,447353,10,Europe,Germany,Dealership
17/08/2024,2024,BMW 7 Series,464500,4,Europe,Germany,Online
18/09/2024,2024,BMW 3 Series,625398,12,Europe,Germany,Wholesale
25/09/2024,2024,BMW 1 Series,504255,12,Europe,Germany,Wholesale
23/01/2024,2024,BMW X1,278193,7,Europe,Germany,Online
30/03/2024,2024,BMW X1,359486,8,Europe,Germany,Online
23/01/2024,2024,BMW 1 Series,152624,5,Europe,Germany,Online
17/02/2024,2024,BMW i4,268331,4,Europe,Germany,Online
15/11/2024,2024,BMW 3 Series,262606,6,Europe,Germany,Online
24/07/2024,2024,BMW X3,219916,4,Europe,Germany,Wholesale
24/01/2024,2024,BMW X3,395162,7,Europe,Germany,Online
03/07/2024,2024,BMW iX,470396,4,Europe,Germany,Dealership
30/11/2024,2024,BMW 3 Series,857100,15,Europe,Germany,Wholesale
16/08/2024,2024,BMW 3 Series,234605,4,Europe,Germany,Online
17/08/2024,2024,BMW 3 Series,371740,8,Europe,Germany,Dealership
11/06/2024,2024,BMW X3,305693,5,Europe,Germany,Dealership
28/04/2024,2024,BMW X5,624402,9,Europe,Germany,Online
01/03/2024,2024,BMW 2 Series,201443,4,Europe,Germany,Dealership
20/12/2024,2024,BMW X4,186830,3,Europe,Germany,Dealership
06/06/2024,2024,BMW M3,310923,4,Europe,Germany,Online
16/11/2024,2024,BMW 5 Series,419223,6,Europe,Germany,Online
28/07/2024,2024,BMW X3,312833,6,Europe,Germany,Wholesale
04/05/2024,2024,BMW 4 Series,459659,8,Europe,Germany,Wholesale
28/02/2024,2024,BMW 1 Series,237198,6,Europe,Germany,Online
21/04/2024,2024,BMW 1 Series,382742,9,Europe,Germany,Wholesale
04/12/2024,2024,BMW iX3,432962,6,Europe,Germany,Online
20/08/2024,2024,BMW X5,211474,3,Europe,Germany,Dealership
05/06/2024,2024,BMW 2 Series,284436,6,Europe,Germany,Online
28/12/2024,2024,BMW X3,418732,7,Europe,Germany,Dealership
08/11/2024,2024,BMW 3 Series,272323,5,Europe,Germany,Online
07/09/2024,2024,BMW 3 Series,550131,10,Europe,Germany,Online
30/04/2024,2024,BMW M3,440511,5,Europe,Germany,Dealership
09/02/2024,2024,BMW M3,184240,2,Europe,Germany,Dealership
26/10/2024,2024,BMW 1 Series,184693,5,Europe,Germany,Wholesale
14/03/2024,2024,BMW 4 Series,507875,8,Europe,Germany,Wholesale
02/10/2024,2024,BMW M3,343146,4,Europe,Germany,Dealership
11/06/2024,2024,BMW 3 Series,318316,6,Europe,Germany,Online
19/05/2024,2024,BMW X3,206231,4,Europe,Germany,Online
15/07/2024,2024,BMW 5 Series,383020,5,Europe,Germany,Online
24/12/2024,2024,BMW 4 Series,429139,7,Europe,Germany,Online
18/01/2024,2024,BMW X1,163983,4,Europe,Germany,Dealership
06/09/2024,2024,BMW 3 Series,670966,12,Europe,Germany,Dealership
20/02/2024,2024,BMW iX,224199,2,Europe,Germany,Wholesale
08/05/2024,2024,BMW M3,357174,4,Europe,Germany,Dealership
23/03/2024,2024,BMW M4,451497,5,Europe,Germany,Online
26/01/2024,2024,BMW 3 Series,237288,5,Europe,Germany,Online
16/11/2024,2024,BMW 4 Series,482487,8,Europe,Germany,Wholesale
28/05/2024,2024,BMW X7,321116,3,Europe,Germany,Online
02/09/2024,2024,BMW 3 Series,323467,7,Europe,Germany,Online
28/09/2024,2024,BMW 3 Series,448639,10,Europe,Germany,Online
31/12/2024,2024,BMW X1,339179,8,Europe,Germany,Dealership
30/03/2024,2024,BMW 1 Series,813166,19,Europe,Germany,Wholesale
31/05/2024,2024,BMW i4,495415,7,Europe,Germany,Online
29/06/2024,2024,BMW 3 Series,293503,6,Europe,Germany,Dealership
05/04/2024,2024,BMW 1 Series,285824,7,Europe,Germany,Dealership
01/02/2024,2024,BMW X3,316852,5,Europe,Germany,Dealership
22/10/2024,2024,BMW 4 Series,163672,3,Europe,Germany,Online
26/11/2024,2024,BMW 3 Series,570693,10,Europe,Germany,Dealership
06/11/2024,2024,BMW X3,381718,6,Europe,Germany,Wholesale
04/04/2024,2024,BMW i4,169428,3,Europe,Germany,Dealership
13/06/2024,2024,BMW 4 Series,485112,10,Europe,Germany,Online
23/03/2024,2024,BMW 1 Series,288177,9,Europe,Germany,Online
21/11/2024,2024,BMW 1 Series,349511,11,Europe,Germany,Dealership
29/08/2024,2024,BMW X4,136272,2,Europe,Germany,Dealership
10/06/2024,2024,BMW 2 Series,173734,4,Europe,Germany,Online
16/10/2024,2024,BMW X3,412965,7,Europe,Germany,Online
10/04/2024,2024,BMW X1,357245,9,Europe,Germany,Online
25/09/2024,2024,BMW 1 Series,203483,6,Europe,Germany,Wholesale
26/09/2024,2024,BMW 3 Series,381736,7,Europe,Germany,Online
08/10/2024,2024,BMW 3 Series,445468,9,Europe,Germany,Online
18/09/2024,2024,BMW iX,508910,5,Europe,Germany,Online
03/03/2024,2024,BMW 5 Series,630643,9,Europe,Germany,Online
01/01/2024,2024,BMW X5,432623,5,Europe,Germany,Online
16/03/2024,2024,BMW X1,173278,4,Europe,Germany,Dealership
26/11/2024,2024,BMW M4,193715,2,Europe,Germany,Dealership
26/05/2024,2024,BMW X1,356821,8,Europe,Germany,Online
18/04/2024,2024,BMW X1,240477,6,Europe,Germany,Wholesale
18/04/2024,2024,BMW iX,643663,6,Europe,Germany,Dealership
07/02/2024,2024,BMW 7 Series,253087,2,Europe,Germany,Dealership
22/01/2024,2024,BMW 2 Series,340187,7,Europe,Germany,Wholesale
17/10/2024,2024,BMW M4,507689,6,Europe,Germany,Dealership
28/08/2024,2024,BMW 4 Series,254780,4,Europe,Germany,Wholesale
13/10/2024,2024,BMW M8,280674,2,Europe,Germany,Wholesale
05/09/2024,2024,BMW 4 Series,522754,10,Europe,Germany,Dealership
04/12/2024,2024,BMW 7 Series,1060974,9,Europe,Germany,Dealership
05/04/2024,2024,BMW 5 Series,310923,5,Europe,Germany,Online
25/10/2024,2024,BMW X1,131748,3,Europe,Germany,Online
18/01/2024,2024,BMW 2 Series,174022,4,Europe,Germany,Dealership
02/01/2024,2024,BMW 3 Series,354233,6,Europe,Germany,Dealership
05/12/2024,2024,BMW 3 Series,450189,10,Europe,Germany,Wholesale
20/08/2024,2024,BMW X5,473341,7,Europe,Germany,Dealership
21/09/2024,2024,BMW X5,984245,12,Europe,Germany,Online
19/11/2024,2024,BMW 1 Series,243161,8,Europe,Germany,Dealership
26/12/2024,2024,BMW 7 Series,652413,6,Europe,Germany,Online
27/01/2024,2024,BMW X3,373524,8,Europe,Germany,Online
06/09/2024,2024,BMW 3 Series,416174,9,Europe,Germany,Wholesale
29/04/2024,2024,BMW i4,253534,4,Europe,Germany,Online
21/07/2024,2024,BMW 2 Series,286436,7,Europe,Germany,Online
27/06/2024,2024,BMW 2 Series,513543,10,Europe,Germany,Online
12/02/2024,2024,BMW 2 Series,181261,4,Europe,Germany,Dealership
18/06/2024,2024,BMW 2 Series,423206,10,Europe,Germany,Dealership
07/03/2024,2024,BMW 1 Series,115883,4,Europe,Germany,Online
24/01/2024,2024,BMW i4,317103,5,Europe,Germany,Online
19/08/2024,2024,BMW M4,331932,4,Europe,Germany,Online
02/02/2024,2024,BMW X3,279787,6,Europe,Germany,Dealership
17/08/2024,2024,BMW 5 Series,305196,4,Europe,Germany,Dealership
21/03/2024,2024,BMW X5,706032,9,Europe,Germany,Online
30/09/2024,2024,BMW M2,357890,5,Europe,Germany,Wholesale
20/01/2024,2024,BMW 1 Series,292396,8,Europe,Germany,Wholesale
27/07/2024,2024,BMW 4 Series,379287,6,Europe,Germany,Dealership
27/06/2024,2024,BMW 2 Series,202879,5,Europe,Germany,Online
10/01/2024,2024,BMW 5 Series,389839,5,Europe,Germany,Dealership
16/04/2024,2024,BMW X1,265988,7,Europe,Germany,Online
27/05/2024,2024,BMW 3 Series,414976,9,Europe,Germany,Dealership
05/02/2024,2024,BMW 4 Series,373705,7,Europe,Germany,Dealership
15/07/2024,2024,BMW iX3,277905,4,Europe,Germany,Wholesale
16/04/2024,2024,BMW 4 Series,631293,10,Europe,Germany,Online
24/11/2024,2024,BMW 3 Series,373965,7,Europe,United Kingdom,Wholesale
07/06/2024,2024,BMW M2,64814,1,Europe,United Kingdom,Online
11/08/2024,2024,BMW 7 Series,267327,2,Europe,United Kingdom,Online
22/11/2024,2024,BMW i4,271960,4,Europe,United Kingdom,Dealership
08/10/2024,2024,BMW 1 Series,311201,9,Europe,United Kingdom,Dealership
28/07/2024,2024,BMW 3 Series,225780,5,Europe,United Kingdom,Dealership
08/03/2024,2024,BMW 1 Series,237505,6,Europe,United Kingdom,Dealership
29/11/2024,2024,BMW i4,142612,2,Europe,United Kingdom,Dealership
16/04/2024,2024,BMW 1 Series,115989,4,Europe,United Kingdom,Dealership
13/07/2024,2024,BMW M4,288160,3,Europe,United Kingdom,Dealership
04/11/2024,2024,BMW X3,372558,6,Europe,United Kingdom,Online
08/12/2024,2024,BMW 3 Series,485195,9,Europe,United Kingdom,Dealership
10/01/2024,2024,BMW 5 Series,190839,3,Europe,United Kingdom,Online
20/01/2024,2024,BMW X1,238297,5,Europe,United Kingdom,Dealership
26/10/2024,2024,BMW X3,238691,5,Europe,United Kingdom,Wholesale
16/12/2024,2024,BMW X1,250992,6,Europe,United Kingdom,Wholesale
31/12/2024,2024,BMW 4 Series,327822,7,Europe,United Kingdom,Dealership
07/12/2024,2024,BMW 3 Series,417631,7,Europe,United Kingdom,Online
18/01/2024,2024,BMW M8,275572,2,Europe,United Kingdom,Online
18/03/2024,2024,BMW X3,219478,4,Europe,United Kingdom,Online
02/07/2024,2024,BMW 5 Series,274447,4,Europe,United Kingdom,Wholesale
13/02/2024,2024,BMW 3 Series,403982,8,Europe,United Kingdom,Online
02/03/2024,2024,BMW 4 Series,242422,4,Europe,United Kingdom,Dealership
22/07/2024,2024,BMW M4,485378,5,Europe,United Kingdom,Wholesale
27/09/2024,2024,BMW 4 Series,463177,9,Europe,United Kingdom,Online
02/01/2024,2024,BMW 1 Series,291520,9,Europe,United Kingdom,Online
13/03/2024,2024,BMW 3 Series,277952,6,Europe,United Kingdom,Online
30/12/2024,2024,BMW 7 Series,93463,1,Europe,United Kingdom,Wholesale
07/05/2024,2024,BMW X4,125200,2,Europe,United Kingdom,Dealership
03/09/2024,2024,BMW X3,289693,5,Europe,United Kingdom,Dealership
09/09/2024,2024,BMW 5 Series,502533,7,Europe,United Kingdom,Online
19/10/2024,2024,BMW iX3,125887,2,Europe,United Kingdom,Online
25/04/2024,2024,BMW 1 Series,267988,7,Europe,United Kingdom,Dealership
15/12/2024,2024,BMW 1 Series,239842,6,Europe,United Kingdom,Wholesale
28/09/2024,2024,BMW M2,292309,4,Europe,United Kingdom,Dealership
14/06/2024,2024,BMW X5,278905,4,Europe,United Kingdom,Online
20/01/2024,2024,BMW X5,331559,4,Europe,United Kingdom,Wholesale
21/06/2024,2024,BMW 1 Series,335435,8,Europe,United Kingdom,Online
31/10/2024,2024,BMW 1 Series,346401,9,Europe,United Kingdom,Wholesale
09/07/2024,2024,BMW X4,238667,4,Europe,United Kingdom,Dealership
01/09/2024,2024,BMW X7,206584,2,Europe,United Kingdom,Dealership
21/11/2024,2024,BMW i4,181063,3,Europe,United Kingdom,Online
26/08/2024,2024,BMW X1,171363,4,Europe,United Kingdom,Online
10/08/2024,2024,BMW X3,191119,3,Europe,United Kingdom,Dealership
23/06/2024,2024,BMW M4,361413,4,Europe,United Kingdom,Online
19/02/2024,2024,BMW X2,135322,3,Europe,United Kingdom,Wholesale
23/05/2024,2024,BMW 5 Series,302156,4,Europe,United Kingdom,Online
14/01/2024,2024,BMW X2,39343,1,Europe,United Kingdom,Wholesale
01/10/2024,2024,BMW X5,445604,6,Europe,United Kingdom,Wholesale
27/04/2024,2024,BMW 1 Series,267584,7,Europe,United Kingdom,Wholesale
05/06/2024,2024,BMW X3,168572,3,Europe,United Kingdom,Dealership
15/01/2024,2024,BMW 3 Series,243182,5,Europe,United Kingdom,Online
03/03/2024,2024,BMW 1 Series,324293,8,Europe,United Kingdom,Dealership
10/10/2024,2024,BMW X5,555669,7,Europe,United Kingdom,Online
21/12/2024,2024,BMW M4,285486,3,Europe,United Kingdom,Dealership
06/02/2024,2024,BMW 2 Series,247758,5,Europe,United Kingdom,Dealership
16/04/2024,2024,BMW 1 Series,299201,7,Europe,United Kingdom,Wholesale
04/10/2024,2024,BMW X1,240033,5,Europe,United Kingdom,Dealership
27/01/2024,2024,BMW iX3,219464,3,Europe,United Kingdom,Dealership
28/10/2024,2024,BMW 3 Series,456523,8,Europe,United Kingdom,Online
24/08/2024,2024,BMW iX,216874,2,Europe,United Kingdom,Online
15/05/2024,2024,BMW 3 Series,218933,4,Europe,United Kingdom,Dealership
12/09/2024,2024,BMW X1,149566,4,Europe,United Kingdom,Online
19/02/2024,2024,BMW X3,96753,2,Europe,United Kingdom,Dealership
22/08/2024,2024,BMW 1 Series,152157,4,Europe,United Kingdom,Dealership
21/12/2024,2024,BMW 4 Series,296184,6,Europe,United Kingdom,Dealership
28/05/2024,2024,BMW 3 Series,222994,4,Europe,United Kingdom,Online
06/07/2024,2024,BMW 3 Series,240652,5,Europe,United Kingdom,Wholesale
04/05/2024,2024,BMW X2,168062,4,Europe,United Kingdom,Online
19/08/2024,2024,BMW 2 Series,149803,4,Europe,United Kingdom,Dealership
06/12/2024,2024,BMW X5,674587,9,Europe,United Kingdom,Online
15/11/2024,2024,BMW 3 Series,521975,9,Europe,United Kingdom,Dealership
19/10/2024,2024,BMW i4,134690,2,Europe,United Kingdom,Dealership
26/11/2024,2024,BMW 3 Series,371121,8,Europe,United Kingdom,Dealership
09/01/2024,2024,BMW 5 Series,233095,3,Europe,United Kingdom,Wholesale
02/06/2024,2024,BMW X3,247855,5,Europe,United Kingdom,Online
20/01/2024,2024,BMW 3 Series,298382,5,Europe,United Kingdom,Wholesale
26/06/2024,2024,BMW X3,381552,6,Europe,United Kingdom,Dealership
17/10/2024,2024,BMW X5,140609,2,Europe,United Kingdom,Dealership
10/04/2024,2024,BMW 1 Series,214366,5,Europe,United Kingdom,Wholesale
20/05/2024,2024,BMW 2 Series,156230,4,Europe,United Kingdom,Online
22/04/2024,2024,BMW X5,335521,4,Europe,United Kingdom,Wholesale
09/11/2024,2024,BMW 4 Series,264785,5,Europe,United Kingdom,Dealership
24/01/2024,2024,BMW X5,236064,3,Europe,United Kingdom,Online
19/05/2024,2024,BMW 3 Series,448344,10,Europe,United Kingdom,Dealership
30/04/2024,2024,BMW 4 Series,241000,4,Europe,United Kingdom,Online
19/12/2024,2024,BMW i4,246993,4,Europe,United Kingdom,Online
24/08/2024,2024,BMW 2 Series,201698,4,Europe,United Kingdom,Dealership
13/07/2024,2024,BMW X3,184618,3,Europe,United Kingdom,Dealership
24/01/2024,2024,BMW M3,177576,2,Europe,United Kingdom,Dealership
14/08/2024,2024,BMW 1 Series,118991,3,Europe,United Kingdom,Wholesale
08/07/2024,2024,BMW 1 Series,335820,9,Europe,United Kingdom,Dealership
23/10/2024,2024,BMW M5,122327,1,Europe,United Kingdom,Online
29/10/2024,2024,BMW X3,145301,3,Europe,United Kingdom,Online
03/05/2024,2024,BMW 2 Series,247765,6,Europe,United Kingdom,Dealership
03/09/2024,2024,BMW X3,415781,7,Europe,United Kingdom,Dealership
04/01/2024,2024,BMW X5,283992,4,Europe,United Kingdom,Dealership
06/01/2024,2024,BMW 1 Series,201348,5,Europe,United Kingdom,Dealership
10/01/2024,2024,BMW 1 Series,240843,8,Europe,United Kingdom,Dealership
09/02/2024,2024,BMW 3 Series,282856,5,Europe,United Kingdom,Dealership
04/04/2024,2024,BMW M8,152824,1,Europe,United Kingdom,Online
06/02/2024,2024,BMW iX,328121,3,Europe,United Kingdom,Online
23/08/2024,2024,BMW 3 Series,260929,5,Europe,United Kingdom,Dealership
08/10/2024,2024,BMW 1 Series,151388,5,Europe,United Kingdom,Wholesale
05/02/2024,2024,BMW X1,94486,2,Europe,United Kingdom,Wholesale
30/10/2024,2024,BMW 3 Series,207745,4,Europe,United Kingdom,Dealership
07/08/2024,2024,BMW X1,183945,4,Europe,United Kingdom,Dealership
17/04/2024,2024,BMW iX,375914,4,Europe,United Kingdom,Online
21/08/2024,2024,BMW X3,272017,5,Europe,United Kingdom,Wholesale
06/07/2024,2024,BMW X5,324046,4,Europe,United Kingdom,Dealership
28/12/2024,2024,BMW 8 Series,88045,1,Europe,United Kingdom,Online
25/08/2024,2024,BMW 5 Series,243183,4,Europe,United Kingdom,Wholesale
18/05/2024,2024,BMW 4 Series,325889,6,Europe,United Kingdom,Wholesale
12/11/2024,2024,BMW 5 Series,266027,4,Europe,United Kingdom,Online
20/08/2024,2024,BMW 5 Series,262049,4,Europe,United Kingdom,Online
01/09/2024,2024,BMW 3 Series,582878,10,Europe,United Kingdom,Dealership
27/02/2024,2024,BMW M4,391317,4,Europe,United Kingdom,Online
10/05/2024,2024,BMW 3 Series,221327,5,Europe,United Kingdom,Online
06/03/2024,2024,BMW 2 Series,264792,5,Europe,United Kingdom,Wholesale
06/09/2024,2024,BMW 3 Series,306898,6,Europe,United Kingdom,Online
04/12/2024,2024,BMW 5 Series,321333,4,Europe,United Kingdom,Online
14/05/2024,2024,BMW 3 Series,428641,8,Europe,United Kingdom,Online
04/07/2024,2024,BMW 2 Series,184568,4,Europe,United Kingdom,Online
13/07/2024,2024,BMW X3,276236,5,Europe,United Kingdom,Wholesale
04/04/2024,2024,BMW 3 Series,571568,10,Europe,United Kingdom,Wholesale
06/04/2024,2024,BMW X3,305189,5,Europe,United Kingdom,Dealership
14/12/2024,2024,BMW 4 Series,229296,4,Europe,United Kingdom,Online
27/01/2024,2024,BMW 1 Series,58655,2,Europe,United Kingdom,Online
06/04/2024,2024,BMW 5 Series,468183,7,Europe,United Kingdom,Wholesale
14/09/2024,2024,BMW 3 Series,344128,7,Europe,United Kingdom,Online
27/02/2024,2024,BMW X1,226644,5,Europe,United Kingdom,Online
18/12/2024,2024,BMW X1,271206,6,Europe,United Kingdom,Online
04/08/2024,2024,BMW X3,103447,2,Europe,United Kingdom,Online
09/03/2024,2024,BMW Z4,53236,1,Europe,United Kingdom,Online
25/09/2024,2024,BMW X1,389791,9,Europe,United Kingdom,Dealership
07/11/2024,2024,BMW X3,232062,5,Europe,United Kingdom,Dealership
09/06/2024,2024,BMW X3,52703,1,Europe,United Kingdom,Dealership
22/09/2024,2024,BMW M3,644351,7,Europe,United Kingdom,Wholesale
23/06/2024,2024,BMW i4,139347,2,Europe,United Kingdom,Dealership
10/02/2024,2024,BMW 2 Series,231598,5,Europe,United Kingdom,Dealership
04/02/2024,2024,BMW 3 Series,100549,2,Europe,United Kingdom,Wholesale
12/10/2024,2024,BMW i4,422958,7,Europe,United Kingdom,Wholesale
07/03/2024,2024,BMW 3 Series,547315,10,Europe,United Kingdom,Online
27/11/2024,2024,BMW 2 Series,198676,4,Europe,United Kingdom,Wholesale
